doc_id,title,url,event_type,sponsor,location,date,speaker,views,originating_calendar,topics,cost,contact,e-mail,phone,registration,description,seminars,workshops,job_networking,workouts,social_events,arts
254,Knowledge at Work: The University of Illinois at 150,http://calendars.illinois.edu/detail/7?eventId=33285326,Exhibition,Spurlock Museum,Spurlock Museum,"Sep 12, 2017 - Aug 15, 2018    All Day ",NA,381,Campus General Request Event,"outreach, sesquicentennial",free,Beth Watkins,ewatkins@illinois.edu,217-265-5485,NA,"The exhibit Knowledge at Work: The University of Illinois at 150 traces the connections between the University of Illinois and people, places, and ideas near and far. Explore this community of educators, researchers, and students over decades of learning, research, and public service. Learn about contributions of a wide variety of people and groups to campus history and ways the University has changed how it relates to the people it serves.
 
From its founding as a Land Grant institution in 1867 focused on agriculture and engineering, through expansions into arts, graduate studies, and national and international collaborations, the University has maintained a mission to deliver education and research in service to society. In Knowledge at Work, we look at the role of the University of Illinois as a nexus for bringing together people with diverse backgrounds, perspectives, and experiences in a common pursuit. The background and needs of students and faculty have changed over time, inspiring new facilities, curricula, and services.
On display are artifacts, documents, and photographs from throughout the University’s history: books from the first library collection, a course schedule from 1877, panels from early ILLIAC computers, and Olympian Jean Driscoll’s racing chair.
The exhibit is accompanied by a series of events for all ages: talks, exhibit tours with the curator, family hands-on activities, and historic campus walking tours. Visit the Museum’s website to learn more http://www.spurlock.illinois.edu/events/#ui150.
Knowledge at Work runs September 12, 2017–December 21, 2018 and was developed in partnership with the University of Illinois Archives.",2,1,2,0,3,6
255,“From Russia with Love:” John Garvey’s Russian Folk Orchestra,http://calendars.illinois.edu/detail/7?eventId=33287963,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 12, 2017 - Sep 3, 2018    All Day ",NA,190,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The University of Illinois Russian Folk Orchestra was founded in 1974 by John Garvey, who had joined the University’s Walden String Quartet in 1948 as its violist and in 1959 established the university’s jazz band program.  In 1969, the jazz band toured the Soviet Union as part of the State Department’s cultural exchange program, and Garvey developed a keen interest in Russian folk music.  He later returned to the USSR to study Russian folk music traditions and purchased additional folk instruments that he used to establish the Illinois Russian Folk Orchestra.  The Illinois ensemble eventually served as a model for other American universities’ Russian folk orchestras by providing open depoliticized educational spaces for students to pursue their interest in Russian folk music traditions.  This exhibit of folk instruments, photographs, and music provides visitors with a general introduction to Russian folk music traditions and culture that were promoted by the Soviet Union after the Russian Revolution and the folk musicians who immigrated to the United States after WWII.  It also acknowledges many of the talented musicians who performed with the University of Illinois’ Russian Folk Orchestra under Garvey’s direction between 1974 and 1989 and reveals a forgotten part of the University of Illinois’ musical past.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,8
256,Illinois’ Anti-Establishment Soundscapes: Troubled Waters in 1970,http://calendars.illinois.edu/detail/7?eventId=33287966,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 30, 2017 - Oct 29, 2018    All Day ",NA,120,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
During the late 1960s many university campuses across America experienced significant political and social turmoil.  For the University of Illinois the spring of 1970 was a time of tremendous political unrest among students and faculty regarding America’s involvement in the Vietnam war, the US Department of Defense’s construction of the Illiac IV supercomputer on campus, the Champaign-Urbana police force’s killing of an unarmed African American student on the Illinois campus, and the Ohio National Guard’s shooting of four students on the campus of Kent State University.   While Illinois’ students and many of its faculty frequently came together at this time to protest the Federal government’s growing political oppression and imperialism, the campus’ activists and protestors used many different music genres to convey their messages across the Urbana-Champaign campus.  Music groups like the Campus Folksong Club, the Walden String Quartet, Medicare 7, 8, or 9, and REO Speedwagon as well as many faculty members from the University’s School of Music frequently lent their musical talents to support these political and social protests.  This exhibit of photographs, news clippings, advertisements, protest broadsides, concert programs, graphic illustrations, and audio recordings highlight the diverse intersections of music, art, and protest on the Illinois campus during the 1970 school year.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,0,4
257,Pioneer Agricultural Journalists Exhibit,http://calendars.illinois.edu/detail/7?eventId=33302534,Exhibition,Agricultural Communications Documentation Center (ACDC),"Funk ACES Library, 2nd Floor, 1101 South Goodwin Avenue, Urbana","Mar 14, 2018 - Jun 1, 2018    All Day ",NA,35,Library Calendar,NA,No Cost,Agricultural Communications Documentation Center,docctr@library.illinois.edu,217-300-0029,NA,"This exhibit provides a sampling of early agricultural editors, focusing on the fifteen journalists William Edward Ogilvie writes about in Pioneering Agricultural Journalists: Brief Biographical Sketches of Some of the Early Editors in the Field of Agricultural Journalism. These pioneering agricultural journalists have used their publications to disseminate agrarian and farming knowledge and to expand the field. You can also visit the Agricultural Communications Documentation Center by appointment to get an up-close look some of the early Ag Comm journals mentioned in the exhibit (and others!) in the Center’s Volume 1 Number 1 Collection.
Visit the online exhibit available here: http://go.library.illinois.edu/agjournalist",1,2,1,0,0,2
258,IGB Fellows Symposium,http://calendars.illinois.edu/detail/7?eventId=33302504,Seminar/Symposium,Carl R. Woese Institute for Genomic Biology,"Carl R. Woese Institute for Genomic Biology, 612 IGB Conference Center, 1206 West Gregory Drive, Urbana, IL","May 3, 2018   8:30 am   ","Claire Fraser, Dean's Endowed Professor, Director Institute for Genome Sciences University of Maryland School of Medicine; Benjamin Garcia, Presidential Professor of Biochemistry and Biophysics, Perelman School of Medicine, University of Pennsylvania",10,Carl R. Woese Institute for Genomic Biology,"fellows, medicine",Free,Nicholas Vasi,nvasi@illinois.edu,NA,Registration,"Learn about IGB research, hear about current issues in the life sciences, and connect with other students on campus at the annual Fellows Symposium. This full-day event, sponsored by the Carl R. Woese Institute for Genomic Biology, is also your chance to share your research at the popular Poster Session and reception.
Featuring talks from special guests:
""LIFE MAKES ROCK: THE CURIOUS CASE OF HUMAN KIDNEY STONES""Bruce FoukeProfessor, Department of Geology and Department of MicrobiologyUniversity of Illinois at Urbana-Champaign
 

""QUANTITATIVE PROTEOMICS FOR UNDERSTANDING MODIFIED PROTEINS AND PROTEOMES""Benjamin GarciaPresidential Professor of Biochemistry and BiophysicsPerelman School of MedicineUniversity of Pennsylvania",4,0,0,0,0,0
259,Reading Day/IT No Change Period in effect,http://calendars.illinois.edu/detail/7?eventId=33231594,Other,Technology Services,NA,"May 3, 2018    All Day ",NA,480,Academic Dates,academic,NA,Technology Services Help Desk,consult@illinois.edu,244-7000,NA,"The Technology Services No Change period is designed to minimize the number of technical disruptions that might occur around final exams.
Beginning on Reading Day and continuing a few days past the end of finals, Technology Services tries to make no technical changes to hardware or software that might disrupt the availability of the campus network, data storage, web sites or any of the software-based services that Technology Services provides to campus. Changes or updates will only be made by Technology Services for emergency purposes during the No Change period.",0,0,0,0,1,0
260,KAM Exhibition | Basel Abbas + Ruanne Abou-Rahme: And yet my mask is powerful,http://calendars.illinois.edu/detail/7?eventId=33295722,Exhibition,Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.,"Krannert Art Museum Main Level, West Gallery","May 3, 2018   9:00 am   ",NA,NA,Krannert Art Museum Calendar,"art, history, video art","free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"Basel Abbas and Ruanne Abou-Rahme make collaborative work informed by the artists’ research with historical archives, literature, underground music, and film. And yet my mask is powerful stages encounters with materials from Palestine through installation, sound, cinema, and an artists’ book.
The exhibition has two parts. Part 1 is a video and sound installation. The camera follows a group of young people on a springtime walk through the ruins of a destroyed Palestinian village in Israel. We see them uncover masks, try them on, and descend into a cave. Staging new rituals of recuperation and discovery, their movements are framed by text the artists edited from Adrienne Rich’s award-winning poem Diving into the Wreck (1972). Transposed in English and Arabic, the text forgoes metaphors—seeking not the story of the wreck, but the wreck itself—and searches for what can possibly be retrieved from such a disastrous site. Rich’s feminist screed describes a solitary figure who draws on existing structures yet embarks alone toward a society without domination. Abbas and Abou-Rahme repurpose her words to question colonial legacies and occupation.
Part II resembles a scholarly study or museum storage encompassing both prehistoric time and the digital future. Neolithic limestone masks excavated near the Dead Sea and in the West Bank in the 1980s are “hacked” and reproduced using 3D technology. Printed images overlap with one another against deep blue walls while masks are unpacked, notations taken, plant specimens collected. The installation appears like a brain, inviting visitors to draw connections and peer into the artists’ multi-layered research process.
Abbas and Abou-Rahme are insurgent samplers of culture, digital bandits. And yet my mask is powerful opens possibilities for reimagining fraught histories through narratives other than endless crisis.
Basel Abbas and Ruanne Abou-Rahme’s work has been featured in exhibitions at the Palestinian Museum, the ICA Philadelphia, Portikus, Kunsthalle Wien, the Warsaw Museum of Modern Art, the ICA London, and the Sharjah, São Paulo, Istanbul, Gwangju, and Liverpool biennials. They were awarded the Abraaj Group Art Prize in 2016 and the Sharjah Biennial Prize in 2015. This exhibition is the United States premiere of And yet my mask is powerful.
Curated by Amy L. Powell, curator of Modern and Contemporary Art.
Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",1,1,1,0,0,9
261,Compass 2g Workshop - Grade Center,http://calendars.illinois.edu/detail/7?eventId=33304167,Conference/Workshop,Center for Innovation in Teaching and Learning/Technology Services,Armory Building Room 428,"May 3, 2018   9:30  - 11:30 am   ",NA,9,Center for Innovation in Teaching & Learning (new),NA,NA,NA,NA,NA,NA,Want to check that your grade center is calculating correctly? How does Compass calculate the grades? Please attend this workshop and see.,0,1,0,0,0,0
262,Website Launch Party for 'Noticing and Using Students' Prior Knowledge' Project,http://calendars.illinois.edu/detail/7?eventId=33304929,Social/Informal Event,Gloriana Gonzalez of the College of Education,"Education Building, Room 192","May 3, 2018   12:00  - 1:00 pm   ",NA,6,College of Education Events,launch event,NA,NA,NA,NA,NA,"Stop by and check out the new website from Gloriana González’s National Science Foundation-funded grant: CAREER: Noticing and Using Students’ Prior Knowledge.
Website resources include animations, lesson plans, and information on implementing a modified Lesson Study cycle.
View the site and be sure to stop by for plenty of popcorn!",1,0,0,0,1,0
263,College of Education Spring Faculty Meeting,http://calendars.illinois.edu/detail/7?eventId=33299880,Meeting,College of Education,22 Education Building,"May 3, 2018   2:00  - 4:00 pm   ",NA,1,College of Education Events,NA,NA,Amy Summers,arsummer@illinois.edu,217-333-0960,NA,NA,0,0,0,0,0,0
264,Compass 2g Workshop - Grade Center Drop-in Clinic,http://calendars.illinois.edu/detail/7?eventId=33304263,Conference/Workshop,Center for Innovation in Teaching and Learning/Technology Services,Armory Building Room 156 conference room G at 2PM,NA,NA,2,Center for Innovation in Teaching & Learning (new),NA,NA,NA,NA,NA,NA,Get immediate one-on-one assistance with the Compass 2g Grade Center.,0,1,0,0,0,0
265,The Crane Project: De-Stress from Finals,http://calendars.illinois.edu/detail/7?eventId=33304977,Social/Informal Event,Asian American Cultural Center,"Asian American Cultural Center, 1210 W. Nevada St., Urbana","May 3, 2018   3:00 pm   ",NA,NA,Campus Wellbeing Services - ALL UIUC Wellness Events,NA,Free,Christina Carpio,ccarpio@illinois.edu,217-333-9300,NA,"Come and de-stress from finals at the AACC! The AACC will be offering tea & cookies from 3pm-5pm on Thursday, May 3rd. Students could also come and learn how to make an origami paper crane.",0,0,0,0,1,0
266,"The Crane Project: De-stress from from Finals""",http://calendars.illinois.edu/detail/7?eventId=33304697,Social/Informal Event,Asian American Cultural Center,"Asian American Cultural Center 1210 W. Nevada, Urbana","May 3, 2018   3:00 pm   ",NA,15,Asian American Cultural Center Events,NA,NA,Christina Carpio,ccarpio@illinois.edu,217-333-9300,NA,"Come and de-stress from finals at the AACC! The AACC will be offering tea & cookies from 3pm-5pm on Thursday, May 3rd. Students could also come and learn how to make an origami paper crane.",0,0,0,0,1,0
267,IPRH Prizes for Research Ceremony and Reception,http://calendars.illinois.edu/detail/7?eventId=33273258,Other,Illinois Program for Research in the Humanities,"IPRH Lecture Hall, Levis Faculty Center, Fourth Floor (919 West Illinois Street, Urbana, IL)","May 3, 2018   4:00 pm   ",NA,99,Illinois Program for Research in the Humanities (IPRH),NA,NA,NA,NA,NA,NA,"Every year, IPRH celebrates excellence in humanities scholarship by awarding IPRH Prizes for Research in the Humanities. Please join us in honoring this year's recipients at this year's ceremony.",1,0,0,0,0,0
268,Staying on Track with Thesis and Dissertation Writing,http://calendars.illinois.edu/detail/7?eventId=33297441,Conference/Workshop,Writers Workshop,1020 Lincoln Hall,"May 3, 2018   4:00  - 5:00 pm   ",NA,12,Writers Workshop Graduate Student Events,NA,NA,NA,NA,NA,NA,"This workshop will discuss best practices for large writing projects, including tips for getting and staying on track, cultivating effective writing habits, and forming a success-ful writing group. Dissertation and thesis writers from any discipline—and at any stage in the writing process—are welcome.",0,3,1,0,1,0
269,Krannert Uncorked,http://calendars.illinois.edu/detail/7?eventId=33273994,Social/Informal Event,Krannert Center for the Performing Arts,"Lobby--Stage 5, 500 S. Goodwin Ave, Urbana, IL 61801 Krannert Center for the Performing Arts","May 3, 2018   5:00 pm   ",NA,13,Krannert Center,"arts, community, concert, music, wine tasting",Free,Krannert Center Ticket Office,comments@krannertcenter.illinois.edu,217-333-6280,NA,"At Krannert Uncorked, Stage 5 is the crossroads to gather, make connections, and try a new wine.
Wine samples selected and served by Breakthrough Beverage.",0,0,0,0,0,1
270,Sousa and Tsar Nicholas II’s Birthday: An Unexpected Tour Adventure,http://calendars.illinois.edu/detail/7?eventId=33287961,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Aug 21, 2017 - Aug 6, 2018    All Day ",NA,291,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The Russian imperial capital of St. Petersburg was a major stop during John Philip Sousa’s 1903 tour of Europe.  Sousa planned his St. Petersburg performances to coincide with the tsar’s birthday and the bicentennial of the city’s founding, and anticipated large audiences for these concerts because the band had never before played in Russia.  What resulted, however, was a misadventure.  The concerts occurred at the beginning of Russia’s annual summer vacation when most theaters and concerts halls were closed.  In addition Russian music critics’ responses to his music was tepid.  Sousa was intimidated by the extensive advertising throughout the city for what he initially believed to be his music rival Суза, but eventually discovered that this was the Russian spelling of his own name.   While the St. Petersburg performances were not well attended, the concerts did spark deep patriotism among the American diplomats who were able to attend and the Russian aristocracy and military enthusiastically received the Sousa Band’s renditions of the Imperial Russian and American national anthems.  This exhibit of photographs, music, newspaper reviews, and political cartoons document Russian perceptions of America and Sousa’s music at the beginning of the twentieth century.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,5
271,Knowledge at Work: The University of Illinois at 150,http://calendars.illinois.edu/detail/7?eventId=33285326,Exhibition,Spurlock Museum,Spurlock Museum,"Sep 12, 2017 - Aug 15, 2018    All Day ",NA,381,Campus General Request Event,"outreach, sesquicentennial",free,Beth Watkins,ewatkins@illinois.edu,217-265-5485,NA,"The exhibit Knowledge at Work: The University of Illinois at 150 traces the connections between the University of Illinois and people, places, and ideas near and far. Explore this community of educators, researchers, and students over decades of learning, research, and public service. Learn about contributions of a wide variety of people and groups to campus history and ways the University has changed how it relates to the people it serves.
 
From its founding as a Land Grant institution in 1867 focused on agriculture and engineering, through expansions into arts, graduate studies, and national and international collaborations, the University has maintained a mission to deliver education and research in service to society. In Knowledge at Work, we look at the role of the University of Illinois as a nexus for bringing together people with diverse backgrounds, perspectives, and experiences in a common pursuit. The background and needs of students and faculty have changed over time, inspiring new facilities, curricula, and services.
On display are artifacts, documents, and photographs from throughout the University’s history: books from the first library collection, a course schedule from 1877, panels from early ILLIAC computers, and Olympian Jean Driscoll’s racing chair.
The exhibit is accompanied by a series of events for all ages: talks, exhibit tours with the curator, family hands-on activities, and historic campus walking tours. Visit the Museum’s website to learn more http://www.spurlock.illinois.edu/events/#ui150.
Knowledge at Work runs September 12, 2017–December 21, 2018 and was developed in partnership with the University of Illinois Archives.",2,1,2,0,3,6
272,“From Russia with Love:” John Garvey’s Russian Folk Orchestra,http://calendars.illinois.edu/detail/7?eventId=33287963,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 12, 2017 - Sep 3, 2018    All Day ",NA,190,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The University of Illinois Russian Folk Orchestra was founded in 1974 by John Garvey, who had joined the University’s Walden String Quartet in 1948 as its violist and in 1959 established the university’s jazz band program.  In 1969, the jazz band toured the Soviet Union as part of the State Department’s cultural exchange program, and Garvey developed a keen interest in Russian folk music.  He later returned to the USSR to study Russian folk music traditions and purchased additional folk instruments that he used to establish the Illinois Russian Folk Orchestra.  The Illinois ensemble eventually served as a model for other American universities’ Russian folk orchestras by providing open depoliticized educational spaces for students to pursue their interest in Russian folk music traditions.  This exhibit of folk instruments, photographs, and music provides visitors with a general introduction to Russian folk music traditions and culture that were promoted by the Soviet Union after the Russian Revolution and the folk musicians who immigrated to the United States after WWII.  It also acknowledges many of the talented musicians who performed with the University of Illinois’ Russian Folk Orchestra under Garvey’s direction between 1974 and 1989 and reveals a forgotten part of the University of Illinois’ musical past.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,8
273,Illinois’ Anti-Establishment Soundscapes: Troubled Waters in 1970,http://calendars.illinois.edu/detail/7?eventId=33287966,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 30, 2017 - Oct 29, 2018    All Day ",NA,120,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
During the late 1960s many university campuses across America experienced significant political and social turmoil.  For the University of Illinois the spring of 1970 was a time of tremendous political unrest among students and faculty regarding America’s involvement in the Vietnam war, the US Department of Defense’s construction of the Illiac IV supercomputer on campus, the Champaign-Urbana police force’s killing of an unarmed African American student on the Illinois campus, and the Ohio National Guard’s shooting of four students on the campus of Kent State University.   While Illinois’ students and many of its faculty frequently came together at this time to protest the Federal government’s growing political oppression and imperialism, the campus’ activists and protestors used many different music genres to convey their messages across the Urbana-Champaign campus.  Music groups like the Campus Folksong Club, the Walden String Quartet, Medicare 7, 8, or 9, and REO Speedwagon as well as many faculty members from the University’s School of Music frequently lent their musical talents to support these political and social protests.  This exhibit of photographs, news clippings, advertisements, protest broadsides, concert programs, graphic illustrations, and audio recordings highlight the diverse intersections of music, art, and protest on the Illinois campus during the 1970 school year.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,0,4
274,Pioneer Agricultural Journalists Exhibit,http://calendars.illinois.edu/detail/7?eventId=33302534,Exhibition,Agricultural Communications Documentation Center (ACDC),"Funk ACES Library, 2nd Floor, 1101 South Goodwin Avenue, Urbana","Mar 14, 2018 - Jun 1, 2018    All Day ",NA,35,Library Calendar,NA,No Cost,Agricultural Communications Documentation Center,docctr@library.illinois.edu,217-300-0029,NA,"This exhibit provides a sampling of early agricultural editors, focusing on the fifteen journalists William Edward Ogilvie writes about in Pioneering Agricultural Journalists: Brief Biographical Sketches of Some of the Early Editors in the Field of Agricultural Journalism. These pioneering agricultural journalists have used their publications to disseminate agrarian and farming knowledge and to expand the field. You can also visit the Agricultural Communications Documentation Center by appointment to get an up-close look some of the early Ag Comm journals mentioned in the exhibit (and others!) in the Center’s Volume 1 Number 1 Collection.
Visit the online exhibit available here: http://go.library.illinois.edu/agjournalist",1,2,1,0,0,2
275,Developing Child Conference at the Forum at Carle,http://calendars.illinois.edu/detail/7?eventId=33304944,Conference/Workshop,Carle Foundation Hospital,"The Forum at Carle (611 W. Park St., Urbana)","May 4, 2018   8:00 am - 5:00 pm   ",NA,7,College of Education Events,NA,NA,NA,conferences@carle.com,217-326-4535,REGISTER,"The focus of this full-day conference will be on autism spectrum disorder, with keynote lectures on new science, psychopharmacology, and alternative medicines.
 
Dr. Hedda Meadan-Kaplansky of the Department of Special Education will give a 1 p.m. talk titled ""Navigating the Medical Facility: Supporting Children with Autism and Their Families."" 
 
Other lectures will cover GI issues, eating issues, transition of care, and information on how to help families navigate the medical facility and school resources.
 
The registration fee includes breakfast and lunch.
 
Learn more",2,0,0,0,0,0
276,Final Exams Begin,http://calendars.illinois.edu/detail/7?eventId=33231595,Other,U-C Senate,NA,"May 4, 2018   ",NA,2745,Academic Dates,academic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
277,Graduate Writing Group,http://calendars.illinois.edu/detail/7?eventId=33296663,Conference/Workshop,Writers Workshop,251 Undergraduate Library,"May 4, 2018   9:00 am - 4:00 pm   ",NA,26,Writers Workshop Graduate Student Events,NA,NA,NA,NA,NA,Registration,"Want to meet your writing goals in a distraction-free setting? Join the Writers Workshop for sustained writing in the company of your colleagues from across the disci-plines. Each session will begin with a short conversation about goals and end with a wrap-up of accomplishments. Commit to a writing routine by regularly attending one of these groups, which are held every other week.",0,3,1,0,1,0
278,KAM Exhibition | Basel Abbas + Ruanne Abou-Rahme: And yet my mask is powerful,http://calendars.illinois.edu/detail/7?eventId=33295723,Exhibition,Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.,"Krannert Art Museum Main Level, West Gallery","May 4, 2018   9:00 am   ",NA,NA,Krannert Art Museum Calendar,"art, history, video art","free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"Basel Abbas and Ruanne Abou-Rahme make collaborative work informed by the artists’ research with historical archives, literature, underground music, and film. And yet my mask is powerful stages encounters with materials from Palestine through installation, sound, cinema, and an artists’ book.
The exhibition has two parts. Part 1 is a video and sound installation. The camera follows a group of young people on a springtime walk through the ruins of a destroyed Palestinian village in Israel. We see them uncover masks, try them on, and descend into a cave. Staging new rituals of recuperation and discovery, their movements are framed by text the artists edited from Adrienne Rich’s award-winning poem Diving into the Wreck (1972). Transposed in English and Arabic, the text forgoes metaphors—seeking not the story of the wreck, but the wreck itself—and searches for what can possibly be retrieved from such a disastrous site. Rich’s feminist screed describes a solitary figure who draws on existing structures yet embarks alone toward a society without domination. Abbas and Abou-Rahme repurpose her words to question colonial legacies and occupation.
Part II resembles a scholarly study or museum storage encompassing both prehistoric time and the digital future. Neolithic limestone masks excavated near the Dead Sea and in the West Bank in the 1980s are “hacked” and reproduced using 3D technology. Printed images overlap with one another against deep blue walls while masks are unpacked, notations taken, plant specimens collected. The installation appears like a brain, inviting visitors to draw connections and peer into the artists’ multi-layered research process.
Abbas and Abou-Rahme are insurgent samplers of culture, digital bandits. And yet my mask is powerful opens possibilities for reimagining fraught histories through narratives other than endless crisis.
Basel Abbas and Ruanne Abou-Rahme’s work has been featured in exhibitions at the Palestinian Museum, the ICA Philadelphia, Portikus, Kunsthalle Wien, the Warsaw Museum of Modern Art, the ICA London, and the Sharjah, São Paulo, Istanbul, Gwangju, and Liverpool biennials. They were awarded the Abraaj Group Art Prize in 2016 and the Sharjah Biennial Prize in 2015. This exhibition is the United States premiere of And yet my mask is powerful.
Curated by Amy L. Powell, curator of Modern and Contemporary Art.
Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",1,1,1,0,0,9
279,Mindful Meditation,http://calendars.illinois.edu/detail/7?eventId=33304999,Health/Fitness,Spurlock Museum,"Simonds Pyatt Gallery of European Cultures, Spurlock Museum, 600 S. Gregory St., Urbana, IL","May 4, 2018   11:30 am - 12:00 pm   ",NA,NA,Campus Wellbeing Services - ALL UIUC Wellness Events,"culture, meditation, wellness",Free,Beth Watkins,ewatkins@illinois.edu,NA,NA,"The Museum invites you to join leader Mary Wolters (Green Yoga Spa) in Mindful Meditation on Fridays this spring, March 30 through May 4.
During each 30–minute session, Mary will help participants bring a focus to their breathing and share tips for how to engage mindfully. Present moment awareness can be elusive, and we often find ourselves distracted or lost in thought. Through the training and practice of mindful meditation, we can discover a calm amidst our to-do lists and more fully appreciate the gift of each day.
No registration or special equipment is necessary, and participants may attend as many or few sessions as they like.",0,1,0,1,0,1
280,Spring Luncheon and Lecture,http://calendars.illinois.edu/detail/7?eventId=33291980,Lecture,Krannert Art Museum,"Champaign Country Club 1211 S Prospect Ave, Champaign, IL 61820","May 4, 2018   12:00  - 1:00 pm   ",David Weightman,9,Krannert Art Museum Calendar,"lecture, luncheon",please contact for details,Chris Schaede,kam@illinois.edu,217-244-0516,NA,"“Siebel Center for Design: Where Illinois students will collaborate to solve the future’s grand challenges”
Featuring David Weightman, Design Center Faculty Fellow and professor of Industrial Design. Public invited; reservations required. Please contact Chris Schaede (217 244 0516 or kam@illinois.edu) for reservation information.",0,0,0,0,0,0
281,Yoga at Krannert Art Museum,http://calendars.illinois.edu/detail/7?eventId=33291230,Health/Fitness,Krannert Art Museum,"KAM Lower Level, Classroom Studio","May 4, 2018   12:00  - 1:00 pm   ",NA,NA,Campus Wellbeing Services - ALL UIUC Wellness Events,yoga,Free,NA,kam@illinois.edu,217-333-1861,NA,"A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga: seated and standing asanas (poses), breath awareness, and relaxation techniques. Participants should bring their own yoga mats and wear comfortable clothing.",0,0,0,1,0,3
282,YesPlus UIUC Yoga & Meditation Session,http://calendars.illinois.edu/detail/7?eventId=33294281,Health/Fitness,YesPlus UIUC,"Illini Union, room 314","May 4, 2018   6:00  - 7:00 pm   ",NA,2,Campus Wellbeing Services - ALL UIUC Wellness Events,"meditation, yoga",Free,YesPlus UIUC,yesplusuiuc@gmail.com,NA,NA,"Yoga and Meditation by YesPlus
 
Come de-stress and energize your body and mind with 1-hour session of mixed yoga and meditation. Yoga mats provided. 
 
Timing & Venue:
Every Monday 6:30-7:30pm @ Orchard Down Community Center
 
Every Friday 6-7pm @ Illini Union Room 314",0,0,0,1,0,0
